Label,Message,Length,Tokens
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,"['buy', 'space', 'invaders', 'chance', 'win', 'orig', 'arcade', 'game', 'console', 'press', 'games', 'arcade', 'std', 'wap', 'charge', 'terms', 'settings', 'purchase']"
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,76,"['maybe', 'book', 'tomo', 'return', 'immediately']"
ham,Not to worry. I'm sure you'll get it.,37,"['worry', 'sure']"
ham,Hey what are you doing. Y no reply pa..,39,"['hey', 'y', 'reply', 'pa']"
ham,I'm wif him now buying tix lar...,33,"['wif', 'buying', 'tix', 'lar']"
ham,You all ready for * big day tomorrow?,37,"['ready', 'big', 'day', 'tomorrow']"
ham,How? Izzit still raining?,25,"['izzit', 'raining']"
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70,"['hey', 'great', 'deal', 'farm', 'tour', 'pm', 'pax', 'deposit']"
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",168,"['way', 'transport', 'problematic', 'sat', 'night', 'way', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definite', 'nos', 'booking', 'fri']"
ham,Well boy am I glad G wasted all night at applebees for nothing,62,"['boy', 'glad', 'g', 'wasted', 'night', 'applebees']"
ham,Can you please send me my aunty's number,40,"['send', 'aunty', 'number']"
ham,"K I'm ready,  &lt;#&gt; ?",25,"['k', 'ready']"
ham,Lol ... I knew that .... I saw him in the dollar store,54,"['lol', 'knew', 'saw', 'dollar', 'store']"
ham,"She was supposed to be but couldn't make it, she's still in town though",71,"['supposed', 'town']"
ham,"not that I know of, most people up here are still out of town",61,"['know', 'people', 'town']"
ham,I am in your office na.,23,"['office', 'na']"
ham,I wait 4 ü inside da car park...,32,"['wait', 'ü', 'inside', 'da', 'car', 'park']"
ham,You best watch what you say cause I get drunk as a motherfucker,63,"['best', 'watch', 'cause', 'drunk', 'motherfucker']"
ham,"(No promises on when though, haven't even gotten dinner yet)",60,"['promises', 'gotten', 'dinner']"
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,147,"['hi', 'baby', 've', 'got', 'work', 'wanting', 'allday', 'hope', 'nt', 'piss', 'phone', 'today', 'xxx']"
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,107,"['cud', 'tell', 'ppl', 'm', 'gona', 'b', 'bit', 'cos', 'buses', 'hav', 'gon', 'past', 'cos', 'm', 'waitin', 'pete', 'x']"
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",99,"['thought', 'watch', 'cos', 's', 'kind', 'thing', 'loves']"
ham,Thts wat Wright Brother did to fly..,36,"['thts', 'wat', 'wright', 'brother', 'fly']"
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,81,"['hi', 'birth', 'lb', 'oz', 'mother', 'baby', 'brilliantly']"
ham,Come by our room at some point so we can iron out the plan for this weekend,75,"['come', 'room', 'point', 'iron', 'plan', 'weekend']"
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",138,"['dog', 'wait', 'till', 'end', 'day', 'word', 'run', 'time', 'cell']"
ham,Sorry i'm not free...,21,"['sorry', 'free']"
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,130,"['actually', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']"
ham,I went to project centre,24,"['went', 'project', 'centre']"
ham,Oh all have to come ah?,23,"['oh', 'come', 'ah']"
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,184,"['idk', 'sitting', 'stop', 'shop', 'parking', 'lot', 'right', 'bawling', 'eyes', 'feel', 'like', 'failure', 'wants', 'feel', 'like', 'failing']"
ham,How did you find out in a way that didn't include all of these details,70,"['find', 'way', 'include', 'details']"
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,78,"['watching', 'lotr', 'w', 'sis', 'dis', 'aft', 'wan', 'meet', 'dinner', 'nite']"
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,611,"['girl', 'happy', 'difficult', 'girls', 'happy', 'need', 'friend', 'companion', 'lover', 'chef', 'good', 'listener', 'organizer', 'good', 'boyfriend', 'clean', 'sympathetic', 'athletic', 'warm', 'courageous', 'determined', 'true', 'dependable', 'intelligent', 'psychologist', 'pest', 'exterminator', 'psychiatrist', 'healer', 'stylist', 'driver', 'aaniye', 'pudunga', 'venaam']"
ham,"Doing nothing, then u not having dinner w us?",45,"['having', 'dinner', 'w']"
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,91,"['oh', 'way', 'food', 'fridge', 'want', 'meal', 'tonight']"
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,155,"['splashmobile', 'choose', 'tones', 'wk', 'subscrition', 'service', 'weekly', 'tones', 'costing', 'credit', 'kick', 'enjoy']"
ham,Where's my boytoy? I miss you ... What happened?,48,"['boytoy', 'miss', 'happened']"
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",142,"['anyways', 'gym', 'love', 'smiles', 'hope', 'ok', 'having', 'good', 'day', 'babe', 'miss']"
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,"['drama', 'family', 'struggling', 'hot', 'sun', 'strange', 'reason', 'ego', 'going', 'invited', 'actually', 'necessity', 'reppurcussions']"
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,104,"['mind', 'blastin', 'tsunamis', 'occur', 'rajnikant', 'stopped', 'swimming', 'indian', 'ocean']"
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,183,"['mmmm', 'fuck', 'fair', 'know', 'weaknesses', 'grins', 'pushes', 'knee', 'exposes', 'belly', 'pulls', 'head', 'forget', 'know', 'wicked', 'smile']"
ham,Oh did you charge camera,24,"['oh', 'charge', 'camera']"
ham,Yes! How is a pretty lady like you single?,42,"['yes', 'pretty', 'lady', 'like', 'single']"
ham,i see. When we finish we have loads of loans to pay,51,"['finish', 'loads', 'loans', 'pay']"
ham,Aight sorry I take ten years to shower. What's the plan?,56,"['aight', 'sorry', 'years', 'shower', 'plan']"
ham,"Sorry, I'll call later",22,"['sorry', 'later']"
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155,"['pls', 'pls', 'send', 'mail', 'know', 'relatives', 'coming', 'deliver', 'know', 'costs', 'risks', 'benefits', 'thanks']"
ham,"As usual..iam fine, happy &amp; doing well..:)",46,"['usual', 'iam', 'fine', 'happy', 'amp']"
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",588,"['sad', 'story', 'man', 'week', 'wife', 'wish', 'parents', 'forgot', 'n', 'kids', 'went', 'work', 'colleagues', 'wish', 'entered', 'cabin', 'pa', 'said', 'happy', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'said', 'mind', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'cake', 'n', 'wife', 'parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']"
ham,"Aight, sounds good. When do you want me to come down?",53,"['aight', 'sounds', 'good', 'want', 'come']"
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,"['watching', 'surya', 'movie', 'pm', 'vijay', 'movie', 'pokkiri']"
ham,K..k:)how about your training process?,38,"['k', 'training', 'process']"
ham,I am on the way to ur home,26,"['way', 'home']"
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,97,"['doin', 'baby', 'girl', 'hope', 'okay', 'time', 'ure', 'phone', 'miss', 'touch']"
ham,Eh den sat u book e kb liao huh...,34,"['eh', 'den', 'sat', 'book', 'e', 'kb', 'liao', 'huh']"
spam,Money i have won wining number 946 wot do i do next,51,"['money', 'won', 'wining', 'number', 'wot']"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,94,"['ya', 'sapna', 'aunty', 'manege', 'hogidhe', 'chinnu', 'weak', 'swalpa', 'black', 'agidhane']"
ham,Beerage?,8,['beerage']
ham,What happen dear tell me,24,"['happen', 'dear', 'tell']"
ham,I dont. Can you send it to me. Plus how's mode.,47,"['nt', 'send', 'plus', 'mode']"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",215,"['thank', 'skyped', 'wit', 'kz', 'sura', 'nt', 'pleasure', 'company', 'hope', 'good', 'given', 'ultimatum', 'oh', 'countin', 'aburo', 'enjoy', 'message', 'sent', 'days', 'ago']"
ham,I said its okay. Sorry,22,"['said', 'okay', 'sorry']"
ham,They did't play one day last year know even though they have very good team.. Like india.,89,"['play', 'day', 'year', 'know', 'good', 'team', 'like', 'india']"
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",63,"['great', 'aunts', 'anniversary', 'party', 'tarpon', 'springs']"
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,126,"['world', 'happiest', 'frnds', 'characters', 'dey', 'best', 'understanding', 'differences']"
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,100,"['babe', 'feel', 'lets', 'try', 'cheer', 'fit', 'soo', 'muchxxlove', 'locaxx']"
ham,I'm at home. Please call,24,['home']
ham,Ok thanx...,11,"['ok', 'thanx']"
ham,Just sent it. So what type of food do you like?,47,"['sent', 'type', 'food', 'like']"
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",138,"['ok', 'b', 'lovely', 'r', 'sure', 'think', 'wot', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'wot']"
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",120,"['sorry', 'man', 'account', 'dry', 'want', 'trade', 'half', 'buy', 'shit', 'credit', 'card']"
ham,"That's cool, I'll come by like  &lt;#&gt; ish",45,"['cool', 'come', 'like', 'ish']"
ham,Oh my God. I'm almost home,26,"['oh', 'god', 'home']"
ham,When should I come over?,24,['come']
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",111,"['tick', 'tick', 'tick', 'die', 'loneliness', 'know', 'pouts', 'stomps', 'feet', 'need']"
ham,"Cool, want me to go to kappa or should I meet you outside mu",60,"['cool', 'want', 'kappa', 'meet', 'outside', 'mu']"
ham,Senthil group company Apnt 5pm.,31,"['senthil', 'group', 'company', 'apnt', 'pm']"
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...,65,"['hi', 'dis', 'yijue', 'happy', 'work', 'wif', 'ü']"
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",149,"['yeh', 'def', 'sat', 'got', 'havbeen', 'given', 'pay', 'rise', 'work', 'havebeen', 'preschoolco', 'ordinator', 'feelingood', 'luv']"
ham,Nvm it's ok...,14,"['nvm', 'ok']"
ham,* Am on my way,14,['way']
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",120,"['sure', 'acknowledgement', 'astoundingly', 'tactless', 'generally', 'faggy', 'demand', 'blood', 'oath', 'fo']"
ham,"Carlos took a while (again), we leave in a minute",49,"['carlos', 'took', 'leave', 'minute']"
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",144,"['loverboy', 'keeps', 'coming', 'queen', 'hmmm', 'ache', 'speak', 'miss', 'desparately']"
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),78,"['speak', 'feel', 'words', 'better', 'silence', 'gud']"
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",111,"['hey', 'missed', 'tm', 'night', 'phone', 'charge', 'smiles', 'meeting', 'friend', 'shortly']"
spam,Missed call alert. These numbers called but left no message. 07008009200,72,"['missed', 'alert', 'numbers', 'called', 'left', 'message']"
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,99,"['kaiez', 'enjoy', 'tuition', 'gee', 'thk', 'e', 'second', 'option', 'sounds', 'beta', 'yan', 'jiu', 'den', 'msg']"
ham,"alright, I'll make sure the car is back tonight",47,"['alright', 'sure', 'car', 'tonight']"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",156,"['entered', 'cabin', 'pa', 'said', 'happy', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went']"
ham,Thanx a lot...,14,"['thanx', 'lot']"
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",136,"['hi', 'keen', 'kind', 'feel', 'tomo', 'mind']"
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,131,"['lot', 'things', 'happening', 'lindsay', 'new', 'years', 'sighs', 'bars', 'ptbo', 'blue', 'heron', 'going']"
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,71,"['came', 'hostel', 'm', 'going', 'sleep', 'plz', 'class', 'hrishi']"
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,157,"['winner', 'valued', 'network', 'customer', 'selected', 'receivea', 'prize', 'reward', 'claim', 'claim', 'code', 'valid', 'hours']"
ham,Super da:)good replacement for murali,37,"['super', 'replacement', 'murali']"
ham,East coast,10,"['east', 'coast']"
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,45,"['ok', 'ill', 'send', 'ok']"
ham,Ok... Help me ask if she's working tmr a not?,45,"['ok', 'help', 'ask', 'working', 'tmr']"
ham,Dai  &lt;#&gt;  naal eruku.,27,"['dai', 'naal', 'eruku']"
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,143,"['taught', 'ranjith', 'sir', 'called', 'sms', 'like', 'becaus', 's', 'verifying', 'project', 'prabu', 'told', 'today', 'pa', 'nt', 'mistake']"
ham,Oooh bed ridden ey? What are YOU thinking of?,45,"['oooh', 'bed', 'ridden', 'ey', 'thinking']"
ham,Thts god's gift for birds as humans hav some natural gift frm god..,67,"['thts', 'god', 'gift', 'birds', 'humans', 'hav', 'natural', 'gift', 'frm', 'god']"
ham,Apo all other are mokka players only,36,"['apo', 'mokka', 'players']"
spam,You have 1 new voicemail. Please call 08719181503,49,"['new', 'voicemail']"
ham,WHORE YOU ARE UNBELIEVABLE.,27,"['whore', 'unbelievable']"
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,154,"['big', 'brother', 'alert', 'computer', 'selected', 'cash', 'voucher', 'ntt', 'po', 'box', 'bt', 'landline', 'cost', 'mobiles', 'vary']"
